|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:50  | NEWORD           |  25226 |  50538.5 |   192973 |   192973 |  192973 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:50  | PAYMENT          |  29811 |  93950.5 |   212292 |   212292 |  212292 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:50  | DELIVERY         |  39366 |    39366 |    39366 |    39366 |   39366 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:50  | SLEV             |   1567 |     1581 |     1595 |     1595 |    1595 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:52  | NEWORD           |   3894 |  29334.5 |   203007 |   222766 |  222766 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:52  | PAYMENT          |   3164 |    29753 |    87756 |   219012 |  219012 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:52  | DELIVERY         |   5936 |    25768 |    48251 |    48251 |   48251 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:52  | SLEV             |   1548 |   1702.5 |     1857 |     1857 |    1857 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:52  | OSTAT            |    769 |    784.5 |      800 |      800 |     800 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:54  | NEWORD           |   4750 |  28783.5 |   209570 |   323232 |  323232 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:54  | PAYMENT          |   3350 |    27476 |   194700 |   204860 |  204860 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:54  | SLEV             |   1514 |     1514 |     1514 |     1514 |    1514 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:54  | OSTAT            |    868 |      868 |      868 |      868 |     868 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:56  | NEWORD           |   2131 |   3338.5 |     7604 |   292422 |  330592 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:56  | PAYMENT          |   1277 |   2067.5 |    10694 |   185279 |  285982 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:56  | DELIVERY         |   4423 |     4761 |     6973 |     6973 |    6973 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:56  | SLEV             |   1166 |   1266.5 |     1431 |     1431 |    1431 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:56  | OSTAT            |    532 |      643 |      848 |      848 |     848 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:58  | NEWORD           |   1919 |     3087 |   131584 |   246680 |  267761 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:58  | PAYMENT          |   1167 |     2337 |    99709 |   172729 |  248564 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:58  | DELIVERY         |   3628 |     4706 |   165776 |   165776 |  165776 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:58  | SLEV             |   1185 |     1279 |     1401 |     1454 |    1454 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:06:58  | OSTAT            |    449 |      730 |      835 |      835 |     835 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:00  | NEWORD           |   1986 |     3135 |   5139.5 |    78297 |   93585 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:00  | PAYMENT          |   1182 |     2108 |   110607 |   257043 |  507502 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:00  | DELIVERY         |   3501 |   3935.5 |     4356 |     4356 |    4356 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:00  | SLEV             |   1096 |     1255 |     1508 |     1508 |    1508 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:00  | OSTAT            |    567 |      692 |      900 |      900 |     900 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:02  | NEWORD           |   1890 |     3258 |   124588 |   259962 |  349227 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:02  | PAYMENT          |   1238 |     1733 |     3355 |    34148 |   88132 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:02  | DELIVERY         |   3331 |   4627.5 |   321700 |   321700 |  321700 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:02  | SLEV             |   1231 |     1285 |     1399 |     1399 |    1399 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:02  | OSTAT            |    497 |      676 |     1081 |     1081 |    1081 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:04  | NEWORD           |   1758 |   3093.5 |   131172 |   233019 |  260216 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:04  | PAYMENT          |   1182 |     1779 |     3335 |     4079 |   13859 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:04  | DELIVERY         |   2903 |     3748 |   126329 |   126329 |  126329 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:04  | SLEV             |   1161 |     1278 |     1423 |     1423 |    1423 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:04  | OSTAT            |    588 |      706 |      805 |      805 |     805 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:06  | NEWORD           |   1934 |     2779 |     4032 |   634611 |  634611 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:06  | PAYMENT          |   1168 |     1741 |     3252 |   225166 |  225166 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:06  | DELIVERY         |   3000 |   4153.5 |   649220 |   649220 |  649220 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:06  | SLEV             |   1315 |   1392.5 |     1470 |     1470 |    1470 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:06  | OSTAT            |    570 |      633 |      997 |      997 |     997 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:08  | NEWORD           |   1961 |     3080 |     4178 |    97345 |  349977 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:08  | PAYMENT          |   1117 |     1682 |     9251 |   316322 |  342892 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:08  | DELIVERY         |   3479 |   4542.5 |    80462 |    80462 |   80462 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:08  | SLEV             |   1165 |     1342 |     1486 |     1486 |    1486 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:08  | OSTAT            |    532 |      651 |      823 |      823 |     823 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:10  | NEWORD           |   1826 |     2870 |     4371 |    57532 |  108828 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:10  | PAYMENT          |   1230 |     1954 |   140009 |   348740 |  350088 |
|-----------|------------------|--------|----------|----------|----------|---------|
| 16:07:10  | DELIVERY         |   4643 |     4859 |     5223 |     5223 |    5223 |
