Timestamp,Transaction_Type,MIN,P50%,P95%,P99%,MAX
11:11:43,OSTAT,533,656,786,890,890
11:11:53,NEWORD,1724,3126,400121,812103,813583
11:11:53,PAYMENT,1272,2087,357350,594063,611955
11:11:53,DELIVERY,2766,3992,12197,12197,12197
11:11:53,SLEV,1266,1625,2468,2468,2468
11:11:53,OSTAT,536,761,909,980,980
11:12:03,NEWORD,1596,3108,606368,781287,805344
11:12:03,PAYMENT,1251,2067.5,397353,777882,783072
11:12:03,DELIVERY,3016,3534,164796,367308,367308
11:12:03,SLEV,1532,1650,1782,1782,1782
11:12:03,OSTAT,596,701,746,746,746
11:12:13,NEWORD,1843,2887,9694,754462,776916
11:12:13,PAYMENT,1199,1963,203197,774366,798518
11:12:13,DELIVERY,3006,3462,5779,780090,780090
11:12:13,SLEV,1512,1667,2067,2086,2086
11:12:13,OSTAT,536,724,1225,7942,7942
11:12:23,NEWORD,1680,2917,591634,787552,795683
11:12:23,PAYMENT,1125,1851,6715,770498,776133
11:12:23,DELIVERY,2724,3229,6042,6042,6042
11:12:23,SLEV,1504,1683,2275,2275,2275
11:12:23,OSTAT,488,666,946,946,946
11:12:33,NEWORD,1679,2839,428501,795330,802939
11:12:33,PAYMENT,1175,1879,188864,758700,783693
11:12:33,DELIVERY,2912,3822.5,212504,595888,595888
11:12:33,SLEV,1560,1891,2400,2634,2634
11:12:33,OSTAT,680,939,1229,1250,1250
11:12:43,NEWORD,1580,2683,399382,777624,804140
11:12:43,PAYMENT,1109,1798,177159,796507,805088
11:12:43,DELIVERY,2598,3591,219258,545574,545574
11:12:43,SLEV,1476,1802,1941,1982,1982
11:12:43,OSTAT,603,752.5,878,1042,1042
11:12:53,NEWORD,1416,2579.5,294976,613946,843040
11:12:53,PAYMENT,1243,1842,202028,776559,782241
11:12:53,DELIVERY,2621,3423,10450,547208,547208
11:12:53,SLEV,1554,1695,2602,3747,3747
11:12:53,OSTAT,579,781.5,1016,1037,1037
11:13:03,NEWORD,1613,2646,235200,846123,1027601
11:13:03,PAYMENT,1173,2043,771489,798237,978387
11:13:03,DELIVERY,2877,3168,5146,6016,6016
11:13:03,SLEV,1406,1669,2116,2116,2116
11:13:03,OSTAT,604,680,1106,1106,1106
11:13:13,NEWORD,1523,2432,319753,596633,801778
11:13:13,PAYMENT,1146,1806,613366,796734,800093
11:13:13,DELIVERY,2629,3146,4328,6667,6667
11:13:13,SLEV,1351,1623,2464,2464,2464
11:13:13,OSTAT,515,716,1028,1124,1124
11:13:23,NEWORD,1928,2784.5,366788,754311,818095
11:13:23,PAYMENT,1182,1924,353367,637607,814647
11:13:23,DELIVERY,2857,3465.5,762523,813352,813352
11:13:23,SLEV,1453,1758,2159,2190,2190
11:13:23,OSTAT,547,810.5,968,968,968
